Bowler Type,Ball Length,Ball Line,Speed (km/h),Shot Type,Runs Scored,Wicket,Field Placement,Angle,Bounce (cm),Field Positions
Fast,Short,Off-stump,146,Straight Drive,1,0,Aggressive,-5.629305248168144,113,Square Leg
Spin,Short,Leg-stump,146,Edge,0,0,Defensive,-13.576664463206697,89,Fine Leg
Fast,Short,Off-stump,130,Flick,3,0,Aggressive,-14.55436898760971,82,Long-on
Fast,Short,Leg-stump,126,Cut,2,0,Defensive,3.4314642271865523,110,Fine Leg
Fast,Good,Middle,149,Flick,0,0,Aggressive,12.929507136347564,114,Cover
Spin,Short,Leg-stump,135,Cut,6,0,Balanced,3.433725514730419,103,Fine Leg
Fast,Short,Leg-stump,113,Hook,2,0,Aggressive,-2.065697639814756,36,Square Leg
Fast,Good,Leg-stump,114,Sweep,0,0,Aggressive,-1.8928317219885962,113,Point
Fast,Good,Leg-stump,137,Cut,6,0,Defensive,9.728299470399268,41,Square Leg
Spin,Good,Leg-stump,120,Cut,1,0,Defensive,-5.875901983809079,111,Square Leg
Spin,Short,Leg-stump,125,Edge,0,0,Balanced,-0.7215333584598511,33,Long-off
Fast,Good,Middle,143,Sweep,1,0,Balanced,-5.876664089513939,42,Mid-wicket
Spin,Full,Middle,138,Pull,0,0,Defensive,-11.747855800477316,22,Point
Spin,Full,Middle,139,Edge,0,0,Balanced,-4.531311645480756,51,Slips
Spin,Short,Leg-stump,138,Sweep,3,0,Defensive,8.126360229038887,81,Mid-wicket
Fast,Full,Off-stump,132,Defensive,4,0,Aggressive,-1.6908354918235133,58,Mid-wicket
Spin,Full,Middle,146,Defensive,1,0,Balanced,-5.699541705076298,96,Mid-wicket
Spin,Full,Middle,135,Cover Drive,0,0,Aggressive,-1.8281073961579555,31,Long-off
Spin,Short,Leg-stump,128,Hook,3,0,Defensive,-9.327836047488065,57,Slips
Fast,Full,Leg-stump,126,Straight Drive,2,0,Defensive,-5.098270325843648,113,Point
Spin,Good,Off-stump,133,Cut,0,0,Balanced,10.255376998539596,81,Mid-wicket
Spin,Full,Off-stump,126,Straight Drive,1,0,Balanced,-5.889444316678956,80,Point
Spin,Good,Off-stump,126,Cut,3,0,Balanced,8.930119573052671,86,Slips
Spin,Good,Middle,111,Straight Drive,1,0,Defensive,5.231967196696623,59,Square Leg
Fast,Short,Middle,125,Cover Drive,3,0,Defensive,-13.730072214696799,92,Fine Leg
Fast,Good,Middle,110,Cover Drive,3,0,Balanced,9.5051884203926,56,Cover
Spin,Short,Leg-stump,124,Pull,4,0,Defensive,-8.95429707151939,44,Long-on
Fast,Short,Leg-stump,146,Flick,1,0,Aggressive,10.897693758017112,55,Slips
Fast,Full,Leg-stump,135,Straight Drive,4,0,Balanced,5.910297710004606,57,Mid-wicket
Fast,Good,Off-stump,117,Defensive,0,0,Defensive,-7.12256041356428,34,Slips
Spin,Good,Leg-stump,146,Flick,1,0,Aggressive,-5.230467979786356,24,Slips
Spin,Good,Middle,112,Pull,1,0,Balanced,-8.838496405824069,36,Slips
Fast,Short,Middle,126,Edge,6,1,Aggressive,1.9242882535116337,61,Slips
Spin,Short,Leg-stump,123,Pull,4,0,Aggressive,-7.530868226840353,103,Long-off
Spin,Good,Off-stump,131,Pull,0,0,Aggressive,10.658271062889817,111,Slips
Fast,Full,Leg-stump,132,Edge,0,0,Defensive,0.32151305314909706,38,Fine Leg
Fast,Short,Middle,114,Pull,0,0,Balanced,-8.01112952397793,97,Cover
Spin,Good,Leg-stump,117,Flick,1,0,Defensive,5.510834968424398,73,Long-on
Spin,Short,Off-stump,130,Cut,2,0,Defensive,-1.8606179821663815,19,Square Leg
Spin,Good,Off-stump,130,Cover Drive,2,0,Aggressive,0.1805926212944513,37,Long-on
Spin,Short,Middle,140,Edge,3,0,Balanced,-0.7480137795649835,60,Slips
Fast,Full,Leg-stump,132,Hook,4,0,Aggressive,2.0632679649287553,64,Slips
Fast,Full,Off-stump,135,Sweep,2,0,Defensive,-9.828048619584589,11,Mid-wicket
Spin,Short,Leg-stump,140,Cover Drive,1,1,Balanced,-12.060015475493781,56,Long-on
Spin,Short,Leg-stump,118,Cut,4,0,Balanced,1.2976763493696026,118,Long-off
Spin,Short,Off-stump,145,Sweep,2,0,Defensive,11.728755672933517,15,Slips
Fast,Full,Leg-stump,148,Straight Drive,6,1,Aggressive,5.029656708214528,38,Slips
Spin,Good,Middle,146,Sweep,0,0,Aggressive,7.399982034095185,33,Long-on
Spin,Short,Leg-stump,138,Flick,1,0,Balanced,9.475665462718688,61,Cover
Fast,Full,Middle,144,Flick,4,0,Balanced,1.3904512993808211,76,Fine Leg
Spin,Full,Middle,128,Flick,2,0,Defensive,-6.568339808558264,25,Cover
Spin,Short,Leg-stump,138,Pull,0,0,Defensive,14.164756578782914,79,Mid-wicket
Fast,Short,Middle,115,Defensive,4,1,Balanced,-11.93907887140357,35,Square Leg
Fast,Short,Leg-stump,127,Flick,4,0,Balanced,-2.944408471899207,119,Square Leg
Spin,Short,Middle,114,Straight Drive,0,0,Defensive,7.892925083622121,86,Long-off
Spin,Short,Off-stump,143,Hook,1,0,Aggressive,4.475145326281119,17,Slips
Fast,Short,Leg-stump,136,Cover Drive,0,0,Defensive,4.714368276613715,88,Cover
Spin,Short,Off-stump,149,Cover Drive,4,0,Balanced,6.9092876920988004,26,Point
Spin,Short,Leg-stump,128,Cover Drive,0,0,Defensive,5.421656526620978,42,Mid-wicket
Fast,Short,Leg-stump,132,Flick,0,0,Aggressive,-2.970397595393319,69,Slips
Spin,Short,Middle,125,Sweep,2,0,Aggressive,-7.535145459941742,107,Square Leg
Fast,Full,Off-stump,110,Cut,1,0,Defensive,10.137329176905915,17,Long-on
Fast,Full,Middle,128,Defensive,2,0,Aggressive,10.986666859380946,19,Mid-wicket
Fast,Full,Leg-stump,144,Cut,0,0,Defensive,-9.340367833875243,78,Point
Spin,Short,Leg-stump,129,Hook,0,0,Defensive,-4.790675605552657,99,Long-off
Spin,Good,Off-stump,113,Pull,3,0,Balanced,-4.911043265452246,47,Square Leg
Spin,Full,Leg-stump,112,Cut,0,0,Aggressive,-4.760044086615787,118,Slips
Fast,Short,Leg-stump,147,Cover Drive,0,0,Balanced,14.006931977824852,42,Slips
Spin,Full,Off-stump,141,Hook,0,0,Balanced,0.4190478636786885,14,Long-off
Fast,Full,Off-stump,128,Straight Drive,4,0,Balanced,-2.2361636477116384,88,Long-on
Spin,Full,Leg-stump,111,Sweep,0,0,Aggressive,3.4286030451699077,29,Mid-wicket
Spin,Full,Leg-stump,134,Straight Drive,1,0,Defensive,-11.704919797595213,48,Cover
Fast,Full,Leg-stump,146,Straight Drive,2,0,Balanced,-7.5347800722529055,65,Long-on
Fast,Good,Middle,141,Cut,1,0,Balanced,11.03688148749783,116,Long-off
Fast,Good,Leg-stump,119,Cut,0,0,Balanced,3.6327961440025653,104,Long-on
Spin,Full,Leg-stump,144,Pull,0,0,Balanced,8.23479589131956,24,Long-off
Fast,Good,Leg-stump,121,Flick,4,0,Defensive,7.703822497448975,70,Cover
Spin,Full,Middle,141,Cover Drive,0,0,Balanced,2.888214597040413,55,Square Leg
Fast,Short,Leg-stump,149,Cut,6,0,Aggressive,14.145352935111745,117,Fine Leg
Spin,Full,Middle,116,Flick,2,0,Aggressive,4.286164837254574,117,Slips
Spin,Good,Middle,127,Flick,1,0,Defensive,9.516393937171973,70,Fine Leg
Fast,Good,Middle,131,Sweep,3,0,Defensive,-4.764392748203907,92,Long-off
Fast,Good,Middle,137,Cut,0,0,Defensive,8.05131816221905,114,Long-off
Fast,Short,Middle,140,Straight Drive,0,0,Defensive,5.821918312654184,91,Long-off
Spin,Good,Leg-stump,113,Hook,4,1,Balanced,-3.20709730889995,68,Slips
Fast,Short,Middle,146,Flick,4,0,Balanced,-11.965835754262983,95,Long-on
Fast,Full,Off-stump,145,Pull,1,0,Balanced,13.973808791019778,60,Cover
Spin,Full,Leg-stump,139,Defensive,6,1,Balanced,10.443814817769582,68,Square Leg
Spin,Good,Middle,123,Flick,0,0,Defensive,8.46892357893417,11,Mid-wicket
Fast,Good,Middle,145,Cover Drive,1,0,Balanced,-14.68798949585107,69,Point
Spin,Full,Middle,132,Straight Drive,4,0,Balanced,-13.304365630091917,87,Point
Spin,Full,Leg-stump,130,Straight Drive,0,0,Defensive,1.1688385304232938,65,Square Leg
Spin,Short,Middle,117,Pull,0,0,Aggressive,-11.897565415695531,43,Point
Spin,Full,Middle,116,Flick,3,0,Balanced,8.402252634033847,47,Long-off
Spin,Good,Off-stump,111,Sweep,0,0,Balanced,-10.245008808704313,37,Fine Leg
Spin,Full,Middle,149,Pull,3,0,Balanced,-0.21418642239514796,51,Mid-wicket
Spin,Full,Middle,113,Sweep,6,0,Defensive,0.3283775117223424,85,Fine Leg
Fast,Good,Middle,123,Defensive,3,0,Aggressive,-2.6750953160858053,78,Long-off
Fast,Full,Middle,148,Flick,6,0,Aggressive,3.722437666267126,36,Long-on
Fast,Full,Off-stump,132,Cut,2,0,Aggressive,7.1453942574406355,65,Long-on
Spin,Good,Leg-stump,117,Cut,1,0,Balanced,-3.8088065952558896,14,Point
Fast,Full,Middle,141,Flick,4,0,Defensive,7.093565669111655,36,Point
Spin,Good,Off-stump,126,Hook,0,0,Defensive,8.084727285728569,34,Fine Leg
Spin,Good,Leg-stump,136,Hook,0,0,Balanced,-12.953546622557,20,Long-on
Spin,Full,Middle,149,Pull,2,0,Aggressive,5.624550523919606,85,Cover
Spin,Short,Leg-stump,119,Hook,0,0,Balanced,-1.8167133987035804,76,Long-on
Fast,Full,Middle,127,Pull,4,0,Aggressive,7.769728211971554,11,Fine Leg
Spin,Short,Middle,148,Defensive,3,0,Aggressive,-13.59343408102623,68,Long-off
Fast,Full,Off-stump,121,Sweep,0,0,Balanced,9.367067225875608,96,Mid-wicket
Spin,Short,Middle,136,Flick,2,0,Defensive,-5.727881133724296,23,Fine Leg
Fast,Full,Middle,116,Cover Drive,3,0,Balanced,2.351724655487324,100,Cover
Fast,Good,Leg-stump,124,Edge,4,0,Defensive,-6.477455276404605,101,Slips
Spin,Short,Middle,116,Cut,3,0,Balanced,12.730165206477512,64,Long-on
Spin,Good,Off-stump,137,Defensive,6,0,Balanced,-7.0019643470229544,55,Square Leg
Fast,Short,Leg-stump,142,Straight Drive,1,0,Balanced,10.39057969167207,53,Mid-wicket
Spin,Good,Leg-stump,133,Pull,1,0,Aggressive,5.745966525504674,73,Cover
Spin,Full,Leg-stump,138,Edge,0,0,Balanced,12.572376148231669,35,Long-off
Spin,Short,Off-stump,130,Cover Drive,2,0,Balanced,-0.033297950999948256,106,Long-on
Spin,Good,Leg-stump,145,Edge,0,0,Defensive,-7.301255499875175,53,Point
Fast,Full,Off-stump,121,Straight Drive,3,0,Balanced,-2.0473806083857067,106,Long-off
Fast,Full,Off-stump,135,Defensive,3,0,Aggressive,-13.286445797649492,95,Slips
Fast,Full,Leg-stump,146,Defensive,2,0,Balanced,11.050984668044364,53,Cover
Fast,Good,Middle,144,Sweep,4,0,Defensive,-13.669080636807028,60,Mid-wicket
Fast,Good,Off-stump,119,Cut,4,0,Balanced,6.6728659368157786,34,Point
Spin,Short,Leg-stump,132,Cover Drive,1,0,Defensive,-12.01218019278711,118,Point
Spin,Good,Middle,110,Sweep,1,0,Balanced,13.130243502108971,116,Slips
Spin,Full,Leg-stump,111,Pull,0,0,Balanced,8.42938902873702,87,Fine Leg
Fast,Short,Off-stump,128,Straight Drive,6,0,Balanced,-5.285067929063475,38,Point
Fast,Short,Off-stump,118,Cover Drive,1,0,Balanced,-1.545207158724768,42,Long-on
Spin,Good,Middle,130,Hook,3,0,Defensive,-6.227288361624003,72,Point
Spin,Good,Off-stump,147,Defensive,1,0,Balanced,-13.758749339667533,115,Square Leg
Fast,Full,Leg-stump,115,Defensive,0,0,Defensive,-11.258219566542586,22,Cover
Fast,Good,Middle,129,Straight Drive,1,0,Aggressive,6.425380781591837,114,Slips
Spin,Short,Leg-stump,143,Cut,0,0,Defensive,0.5621522998752457,37,Long-on
Spin,Short,Leg-stump,127,Edge,2,0,Balanced,-11.536197512599983,98,Mid-wicket
Fast,Good,Off-stump,142,Flick,4,0,Aggressive,-2.5106384533505537,64,Mid-wicket
Spin,Full,Middle,111,Hook,4,0,Defensive,-14.475430728015073,60,Long-on
Spin,Full,Leg-stump,117,Hook,1,0,Defensive,4.022348326765542,35,Cover
Fast,Full,Middle,120,Cover Drive,4,0,Aggressive,11.482484255478461,102,Long-off
Spin,Good,Off-stump,128,Hook,3,1,Aggressive,-4.505400161398821,14,Long-on
Spin,Short,Leg-stump,133,Cut,4,0,Defensive,-10.498067940097435,52,Slips
Fast,Short,Off-stump,133,Cover Drive,1,0,Defensive,-1.7544820219224864,115,Long-off
Spin,Full,Leg-stump,129,Cover Drive,0,0,Defensive,-1.8474112220366656,111,Point
Spin,Good,Leg-stump,111,Hook,0,0,Balanced,1.1619140101540921,31,Slips
Spin,Full,Middle,138,Hook,1,0,Balanced,-4.689739327250152,12,Fine Leg
Spin,Short,Off-stump,126,Edge,1,0,Aggressive,9.818507379242924,34,Long-on
Fast,Good,Middle,145,Sweep,0,0,Aggressive,6.155634183336893,11,Long-off
Fast,Full,Off-stump,124,Pull,1,0,Aggressive,12.188970676580126,36,Square Leg
Spin,Short,Leg-stump,123,Hook,0,0,Aggressive,10.045717183499061,18,Slips
Fast,Full,Off-stump,147,Edge,4,0,Aggressive,-11.391873632335354,74,Square Leg
Fast,Full,Off-stump,124,Cover Drive,4,0,Aggressive,3.9845109610973175,45,Slips
Fast,Good,Middle,123,Cut,3,0,Balanced,-2.1203690477384054,107,Long-off
Spin,Good,Off-stump,125,Cut,0,0,Defensive,14.87803190586278,13,Long-on
Fast,Full,Middle,146,Pull,0,0,Aggressive,11.565647891603678,79,Long-off
Spin,Short,Off-stump,118,Straight Drive,6,0,Aggressive,-1.8425513291881508,10,Long-on
Spin,Good,Middle,130,Pull,1,0,Aggressive,13.637872269055308,92,Cover
Spin,Good,Leg-stump,141,Flick,0,0,Defensive,6.154815078637437,88,Slips
Spin,Short,Off-stump,145,Defensive,2,0,Balanced,-4.659626883294887,78,Square Leg
Fast,Short,Middle,149,Flick,3,0,Defensive,-1.358312601054962,16,Point
Fast,Full,Off-stump,124,Cover Drive,0,0,Aggressive,10.66173951467714,74,Mid-wicket
Fast,Short,Leg-stump,114,Defensive,1,0,Aggressive,11.131150455189022,102,Mid-wicket
Fast,Full,Off-stump,128,Defensive,0,0,Defensive,1.3769674022670202,48,Fine Leg
Spin,Good,Leg-stump,115,Cover Drive,0,0,Balanced,-14.40358367715228,85,Mid-wicket
Fast,Full,Middle,117,Flick,4,0,Defensive,-14.296929469050724,54,Fine Leg
Fast,Short,Off-stump,143,Hook,6,0,Defensive,-0.5272750933000676,47,Slips
Fast,Good,Off-stump,145,Edge,4,0,Balanced,7.95754067260382,25,Cover
Spin,Good,Middle,145,Cut,4,0,Defensive,-4.366617584704249,65,Fine Leg
Spin,Short,Leg-stump,144,Straight Drive,0,0,Defensive,0.7272222880817019,88,Cover
Spin,Short,Leg-stump,110,Defensive,3,0,Balanced,14.461379629499898,113,Square Leg
Fast,Good,Off-stump,125,Straight Drive,1,0,Aggressive,2.15386486126571,60,Point
Spin,Full,Off-stump,116,Cover Drive,1,0,Defensive,-8.231467059933781,40,Point
Spin,Good,Middle,132,Flick,1,0,Balanced,10.493885098943668,108,Mid-wicket
Spin,Good,Middle,130,Pull,0,0,Aggressive,-9.465234624539463,14,Slips
Fast,Good,Leg-stump,125,Straight Drive,4,0,Aggressive,-10.97664094514314,56,Mid-wicket
Spin,Full,Off-stump,112,Cut,1,0,Defensive,-13.590615612428806,84,Slips
Spin,Short,Off-stump,127,Edge,3,0,Balanced,-9.276325392925228,113,Point
Spin,Good,Middle,138,Cut,0,0,Balanced,-8.183763624767376,44,Fine Leg
Spin,Short,Middle,115,Pull,0,0,Balanced,3.5210735433465175,29,Fine Leg
Fast,Full,Off-stump,123,Sweep,3,0,Defensive,-3.6843279165263496,104,Fine Leg
Spin,Full,Middle,138,Hook,1,0,Aggressive,-2.433836059378967,30,Cover
Spin,Short,Middle,141,Sweep,4,0,Balanced,11.929766355307777,28,Long-on
Spin,Short,Middle,129,Straight Drive,1,1,Defensive,-11.48967180286201,41,Slips
Spin,Good,Off-stump,116,Straight Drive,0,0,Aggressive,12.56291103837086,62,Fine Leg
Fast,Full,Off-stump,131,Edge,3,0,Aggressive,8.666888502996997,69,Long-off
Fast,Short,Middle,118,Straight Drive,6,0,Aggressive,-10.142465803450797,97,Square Leg
Spin,Short,Off-stump,136,Cut,1,0,Balanced,-3.848829324573753,56,Long-off
Fast,Full,Middle,140,Cut,0,0,Aggressive,-12.252909740085267,86,Long-off
Fast,Good,Leg-stump,110,Hook,0,0,Aggressive,4.228978496177646,19,Slips
Spin,Good,Off-stump,125,Pull,2,0,Balanced,-14.008201742454782,27,Long-off
Spin,Short,Leg-stump,121,Hook,1,0,Defensive,-13.228043409256212,51,Long-on
Fast,Good,Middle,146,Hook,1,0,Aggressive,-5.6827413171830194,107,Point
Spin,Full,Middle,131,Sweep,0,0,Defensive,-8.871126387690818,49,Long-off
Spin,Good,Off-stump,119,Flick,1,0,Defensive,10.471369043995,10,Point
Spin,Full,Leg-stump,131,Edge,0,0,Aggressive,12.727953033922635,49,Point
Spin,Short,Middle,120,Cover Drive,3,1,Balanced,-2.929434277650941,91,Fine Leg
Fast,Short,Leg-stump,110,Defensive,0,0,Balanced,9.11464864492778,86,Point
Fast,Short,Leg-stump,116,Defensive,6,0,Balanced,-2.75802997473979,102,Point
Fast,Good,Middle,112,Cover Drive,0,0,Balanced,6.388942126580485,108,Square Leg
Spin,Full,Off-stump,111,Straight Drive,4,0,Aggressive,-13.809906624618051,106,Cover
Fast,Full,Leg-stump,127,Sweep,3,0,Defensive,11.53140302254275,66,Point
Spin,Full,Off-stump,140,Cut,0,0,Defensive,5.856160801080129,66,Point
Fast,Good,Off-stump,110,Straight Drive,0,0,Defensive,-10.36117996064653,107,Long-off
Spin,Full,Middle,119,Cover Drive,1,0,Aggressive,5.0222793605618605,29,Point
Spin,Full,Off-stump,122,Cover Drive,1,0,Balanced,-7.958605517903058,101,Square Leg
Fast,Short,Middle,130,Defensive,0,0,Aggressive,9.71362242681673,84,Cover
Fast,Full,Off-stump,136,Edge,0,0,Defensive,-6.0798569355595,109,Long-on
Spin,Full,Leg-stump,119,Edge,0,0,Aggressive,14.841070916130313,98,Square Leg
Fast,Short,Middle,139,Pull,0,0,Defensive,10.24790341288557,102,Point
Spin,Good,Middle,149,Defensive,0,0,Balanced,-6.279105149351317,19,Cover
Fast,Full,Off-stump,133,Flick,0,0,Balanced,0.5314537067114653,19,Slips
Spin,Good,Off-stump,146,Hook,0,0,Aggressive,8.805537716100314,103,Point
Spin,Good,Middle,112,Sweep,1,0,Balanced,-14.024311222833596,84,Square Leg
Fast,Short,Off-stump,149,Pull,2,0,Defensive,1.6392312510392912,98,Long-on
Fast,Full,Middle,116,Hook,6,0,Defensive,10.95065339882441,112,Square Leg
Fast,Good,Middle,141,Defensive,0,0,Defensive,3.1615640312237936,82,Fine Leg
Fast,Short,Leg-stump,145,Edge,3,0,Aggressive,3.255358332632319,31,Square Leg
Spin,Short,Middle,147,Edge,0,0,Balanced,-5.625532327540334,118,Fine Leg
Fast,Short,Leg-stump,120,Edge,3,0,Balanced,-6.491925924053351,76,Slips
Fast,Full,Leg-stump,121,Flick,0,0,Aggressive,-3.9360540420602703,99,Cover
Fast,Short,Leg-stump,141,Cover Drive,2,0,Balanced,14.969909517879081,71,Cover
Spin,Good,Off-stump,129,Cover Drive,4,0,Defensive,-9.003185836291722,67,Square Leg
Spin,Full,Leg-stump,138,Flick,1,0,Aggressive,7.76930130490582,87,Mid-wicket
Fast,Full,Leg-stump,133,Hook,4,1,Balanced,5.594739878585965,42,Mid-wicket
Fast,Short,Leg-stump,128,Flick,0,0,Defensive,6.0146927287440555,32,Slips
Fast,Full,Off-stump,149,Edge,0,0,Defensive,-8.351288785801483,66,Long-on
Spin,Short,Middle,138,Defensive,1,0,Balanced,7.928975142391206,52,Fine Leg
Fast,Good,Off-stump,125,Cover Drive,4,0,Defensive,13.794316941927157,67,Mid-wicket
Fast,Short,Off-stump,113,Straight Drive,3,0,Aggressive,6.075295700023485,112,Cover
Fast,Short,Middle,116,Pull,0,0,Defensive,-7.9062582151924135,59,Fine Leg
Spin,Full,Middle,113,Sweep,0,0,Aggressive,0.9311151362518864,72,Cover
Spin,Short,Leg-stump,140,Edge,0,0,Aggressive,3.6783812389568666,65,Cover
Spin,Good,Leg-stump,134,Defensive,0,0,Defensive,-9.35379641884436,14,Slips
Spin,Short,Leg-stump,147,Cut,0,0,Balanced,9.669471445756688,55,Square Leg
Spin,Full,Leg-stump,116,Cut,0,0,Aggressive,6.232544383701828,45,Mid-wicket
Fast,Short,Off-stump,127,Cut,4,0,Balanced,-14.320996320210636,87,Long-off
Fast,Full,Off-stump,143,Cover Drive,0,0,Balanced,-4.433679126037797,106,Cover
Spin,Good,Leg-stump,133,Pull,0,0,Defensive,11.216803371212677,57,Long-on
Spin,Full,Middle,133,Defensive,0,0,Balanced,-6.870884734696341,88,Long-on
Fast,Good,Leg-stump,144,Defensive,0,0,Defensive,2.2452562382780386,100,Fine Leg
Fast,Short,Off-stump,119,Straight Drive,0,0,Aggressive,9.901234262835686,12,Mid-wicket
Spin,Good,Middle,135,Edge,0,0,Defensive,-10.341058897171088,36,Square Leg
Fast,Good,Leg-stump,137,Sweep,4,0,Defensive,11.744387529578482,89,Point
Fast,Full,Off-stump,127,Defensive,4,0,Defensive,-13.005957080045286,19,Fine Leg
Spin,Good,Leg-stump,118,Straight Drive,6,0,Defensive,-7.649197513781058,45,Cover
Spin,Full,Off-stump,120,Cut,3,0,Aggressive,10.454104440081831,37,Mid-wicket
Fast,Short,Off-stump,129,Sweep,0,0,Defensive,13.915301193328233,98,Long-off
Spin,Good,Leg-stump,123,Cut,2,0,Aggressive,-1.6877151547543061,43,Fine Leg
Spin,Full,Middle,148,Hook,4,0,Balanced,-7.761514502553855,82,Slips
Spin,Full,Leg-stump,143,Edge,4,0,Defensive,14.079659680505213,53,Slips
Fast,Short,Leg-stump,136,Straight Drive,0,0,Aggressive,-6.575013968736849,80,Square Leg
Spin,Good,Off-stump,141,Pull,1,0,Defensive,8.716524243021787,86,Fine Leg
Fast,Good,Middle,122,Flick,4,0,Balanced,-8.22369168050703,104,Square Leg
Fast,Good,Off-stump,118,Flick,3,1,Defensive,0.3128440013990481,91,Mid-wicket
Spin,Good,Leg-stump,126,Sweep,1,0,Defensive,-6.745743694448764,25,Fine Leg
Fast,Full,Leg-stump,138,Flick,4,0,Defensive,2.6701507618064397,44,Square Leg
Fast,Short,Off-stump,115,Edge,0,1,Defensive,-3.0262767911727018,65,Point
Spin,Full,Off-stump,124,Straight Drive,0,0,Defensive,-4.896252238693906,91,Fine Leg
Fast,Short,Leg-stump,147,Edge,0,0,Balanced,8.247881492722339,117,Square Leg
Fast,Full,Leg-stump,144,Defensive,0,0,Aggressive,-2.9719523952210363,33,Long-off
Fast,Full,Off-stump,134,Flick,0,0,Balanced,6.040078837719545,51,Cover
Spin,Good,Middle,120,Hook,0,0,Balanced,2.044406708936936,57,Slips
Spin,Short,Leg-stump,113,Sweep,0,0,Aggressive,-13.776061325597915,74,Slips
Fast,Good,Middle,138,Straight Drive,0,0,Defensive,3.119348465908182,64,Mid-wicket
Fast,Full,Off-stump,133,Edge,3,0,Defensive,0.8951249916019108,117,Long-on
Fast,Short,Leg-stump,112,Edge,4,0,Balanced,-7.578083031493622,49,Fine Leg
Spin,Good,Middle,134,Straight Drive,1,0,Aggressive,13.683788045568555,77,Cover
Fast,Good,Off-stump,126,Flick,0,0,Aggressive,-5.347893776174978,100,Long-on
Spin,Good,Off-stump,145,Defensive,1,0,Defensive,10.744855784576764,31,Fine Leg
Spin,Short,Off-stump,146,Flick,0,0,Defensive,-12.843888336460534,53,Slips
Spin,Full,Off-stump,127,Defensive,4,0,Aggressive,-14.387204133004621,108,Long-on
Fast,Good,Off-stump,121,Pull,3,0,Aggressive,4.769273181938836,68,Long-on
Spin,Good,Leg-stump,123,Sweep,2,0,Aggressive,10.135393598103935,73,Long-off
Fast,Good,Middle,148,Flick,0,0,Balanced,-13.924620602626238,72,Slips
Fast,Full,Leg-stump,114,Edge,2,0,Defensive,12.80663192499351,34,Square Leg
Spin,Good,Off-stump,118,Flick,1,0,Aggressive,9.202348305609117,73,Mid-wicket
Fast,Full,Off-stump,131,Defensive,1,0,Defensive,12.185849434409608,101,Long-on
Spin,Full,Middle,124,Flick,1,1,Aggressive,6.373225809070497,27,Long-on
Spin,Full,Leg-stump,114,Straight Drive,0,0,Balanced,-0.5760086294643489,91,Long-off
Fast,Short,Leg-stump,114,Pull,4,0,Defensive,-0.7936640639128036,49,Square Leg
Fast,Full,Off-stump,111,Cover Drive,0,0,Defensive,7.744369790696705,53,Long-on
Spin,Full,Off-stump,125,Edge,1,0,Defensive,-14.297759354102618,115,Slips
Fast,Full,Leg-stump,136,Pull,6,0,Aggressive,0.815898235765431,31,Long-on
Spin,Short,Off-stump,149,Defensive,0,0,Balanced,12.194847290647044,26,Point
Fast,Full,Off-stump,129,Cover Drive,0,0,Balanced,6.690687319754698,10,Long-on
Spin,Good,Off-stump,125,Straight Drive,4,0,Balanced,-3.358809036855872,33,Long-on
Fast,Short,Leg-stump,123,Cut,1,0,Defensive,7.284814702159657,52,Point
Fast,Full,Leg-stump,115,Defensive,1,0,Balanced,-7.054294621810464,19,Cover
Fast,Full,Leg-stump,137,Pull,0,0,Balanced,-2.6736975592386933,57,Cover
Spin,Good,Off-stump,136,Cut,0,0,Balanced,-3.8538219399150826,43,Long-on
